0.51	,	159	,	1006.26	,	14.1197	,	11.2056	,	14.95
0.49	,	312	,	1009.59	,	11.6725	,	11.4471	,	15.83333333
0.72	,	339	,	1017.13	,	21.9443	,	11.4471	,	19.96666667
0.85	,	312	,	1013.39	,	16.744	,	10.2557	,	17.45
0.93	,	181	,	1019.68	,	13.9587	,	12.2521	,	6.694444444
0.86	,	320	,	1009.3	,	16.1	,	11.27	,	10
0.37	,	185	,	1009.93	,	6.6332	,	16.1	,	24
0.91	,	349	,	1019.15	,	7.567	,	11.2056	,	14.00555556
0.37	,	154	,	1010.72	,	9.1448	,	9.982	,	27.61111111
0.6	,	52	,	1017.55	,	8.1305	,	9.982	,	15.06111111
0.66	,	139	,	1012.64	,	3.9606	,	7.4382	,	17.28333333
0.87	,	264	,	1002.38	,	5.4096	,	8.05	,	-2.2
0.7	,	107	,	1018.18	,	7.406	,	10.3684	,	16.18333333
0.64	,	321	,	1019.1	,	7.889	,	9.982	,	15.05
0.65	,	309	,	1009.67	,	34.6311	,	10.0464	,	6.088888889
0.63	,	279	,	1018.97	,	24.6652	,	11.4471	,	8.627777778
0.92	,	0	,	1017.18	,	6.44	,	14.9569	,	18
0.85	,	330	,	1011.16	,	22.0892	,	8.1305	,	18.75
0.59	,	16	,	1017.25	,	3.0912	,	15.1501	,	12.06666667
0.31	,	238	,	1026.32	,	12.075	,	10.3684	,	17.11666667
0.83	,	90	,	1018.8	,	1.61	,	9.982	,	10
0.93	,	207	,	1016.47	,	6.2951	,	8.1305	,	15.62222222
0.48	,	23	,	1022.32	,	20.8495	,	10.3523	,	-2.877777778
1	,	340	,	1002.93	,	12.4292	,	4.8783	,	7.105555556
0.72	,	219	,	1017.96	,	7.728	,	9.982	,	22.57777778
0.39	,	140	,	1012.3	,	11.27	,	9.982	,	27.22222222
0.82	,	334	,	1023.57	,	7.0196	,	5.6833	,	0.1
0.77	,	144	,	1018.87	,	13.9748	,	9.982	,	2.838888889
0.29	,	110	,	1013.7	,	3.22	,	9.982	,	27.22222222
0.87	,	22	,	1021.99	,	3.3166	,	9.982	,	14.82222222
0.77	,	10	,	1016.11	,	32.8118	,	9.982	,	7.316666667
0.93	,	225	,	1012.18	,	3.2844	,	10.0625	,	14.22777778
0.75	,	175	,	1019.07	,	13.7977	,	11.753	,	9.383333333
0.41	,	21	,	1011.92	,	20.2377	,	9.982	,	29.83888889
0.75	,	177	,	1016.09	,	3.1556	,	16.1	,	6.627777778
0.9	,	19	,	1015.08	,	13.7816	,	3.9767	,	6.016666667
0.9	,	19	,	1025.67	,	6.4078	,	7.8729	,	1.738888889
0.87	,	189	,	1017.76	,	10.8997	,	4.8461	,	7.105555556
0.46	,	10	,	1007.18	,	11.4471	,	11.3183	,	19.82777778
0.64	,	8	,	1023.6	,	16.3093	,	9.982	,	15.83333333
0.85	,	136	,	1018.12	,	10.626	,	12.1233	,	17.57222222
0.85	,	87	,	1015.64	,	5.0554	,	15.8263	,	22.55
0.44	,	309	,	1020.52	,	16.3093	,	10.3523	,	29.95
0.9	,	310	,	1015.02	,	17.6939	,	15.134	,	12.71111111
0.88	,	280	,	1013.14	,	0.5152	,	9.982	,	-1.127777778
0.92	,	250	,	1022.2	,	9.66	,	1.932	,	0
1	,	76	,	1018.87	,	1.6422	,	0.5957	,	16.15555556
0.89	,	340	,	1021.5	,	17.71	,	15.134	,	6.666666667
0.71	,	281	,	1008.44	,	13.1537	,	14.3934	,	7.266666667
0.83	,	150	,	1013.5	,	16.1	,	9.982	,	7.777777778
0.8	,	212	,	1030.45	,	16.9372	,	9.6278	,	2.144444444
0.35	,	145	,	1023.39	,	4.4919	,	16.1	,	17.8
1	,	156	,	1008.86	,	4.8139	,	1.9642	,	0.094444444
0.28	,	326	,	1022.44	,	9.6278	,	9.982	,	32.71111111
0.73	,	195	,	1024.59	,	5.2486	,	9.982	,	-0.3
0.29	,	121	,	1015.78	,	12.7995	,	9.982	,	22.72777778
0.63	,	301	,	1010.03	,	11.2056	,	9.982	,	21.08888889
0.34	,	340	,	1019.31	,	12.558	,	16.1	,	23.81666667
0.95	,	256	,	1016.22	,	6.4722	,	5.2164	,	-2.272222222
0.69	,	173	,	1008.43	,	25.0033	,	11.592	,	19.92777778
0.71	,	350	,	1028.07	,	10.5938	,	15.8263	,	-7.938888889
0.99	,	184	,	1013.21	,	1.0626	,	3.6225	,	6.144444444
0.2	,	141	,	1016.78	,	2.7209	,	10.3523	,	35.02222222
0.92	,	204	,	1000.87	,	2.9624	,	1.449	,	1.111111111
0.88	,	348	,	1028.52	,	12.2199	,	8.2593	,	8.777777778
0.86	,	137	,	1012.9	,	10.7387	,	9.7083	,	5.438888889
0.34	,	238	,	1011.2	,	0.4025	,	16.1	,	26.01666667
0.92	,	333	,	1013.72	,	5.3452	,	10.0464	,	18.27222222
0.53	,	351	,	1008.26	,	6.2951	,	11.4471	,	27.23888889
1	,	219	,	1033.92	,	9.4024	,	0.3059	,	-1.077777778
0.96	,	339	,	1023.64	,	3.2039	,	0.1771	,	4.283333333
0.94	,	317	,	1025.11	,	1.2719	,	1.771	,	4.677777778
0.73	,	159	,	1008.8	,	20.5597	,	10.3523	,	9.983333333
0.46	,	60	,	1012.48	,	4.6046	,	9.982	,	24.97222222
0.68	,	319	,	1024.88	,	23.8924	,	8.1949	,	14.72777778
0.82	,	329	,	1015.58	,	12.1877	,	7.9695	,	5.016666667
0.62	,	180	,	1019.53	,	11.1412	,	9.982	,	15.15
0.76	,	44	,	1023.26	,	1.4329	,	11.3988	,	10.70555556
0.8	,	228	,	1019.96	,	8.4203	,	7.2933	,	-4.827777778
0.65	,	331	,	1011	,	4.4758	,	11.27	,	26.15
0.93	,	108	,	1022.69	,	9.3219	,	3.1073	,	-2.755555556
0.69	,	80	,	1032.6	,	11.27	,	11.27	,	-1.111111111
0.78	,	329	,	1017.06	,	13.9909	,	15.8746	,	17.73333333
0.93	,	301	,	1014.12	,	5.0393	,	6.118	,	8.861111111
0.52	,	170	,	1018.4	,	17.71	,	9.982	,	12.22222222
0.92	,	150	,	1010.25	,	15.3433	,	9.7566	,	2.105555556
0.87	,	150	,	1002.94	,	19.9318	,	14.9086	,	10.38888889
0.8	,	181	,	1008.72	,	17.1626	,	14.6832	,	2.266666667
0.89	,	230	,	1017.3	,	3.22	,	16.1	,	2.222222222
0.66	,	9	,	1005.41	,	6.2951	,	14.9569	,	8.194444444
0.72	,	232	,	0	,	14.1036	,	0	,	2.35
0.44	,	40	,	1016.72	,	12.9605	,	9.982	,	16.04444444
0.48	,	289	,	1017.85	,	7.6314	,	11.2056	,	22.17222222
0.37	,	17	,	1015.79	,	9.3541	,	9.982	,	30.09444444
0.86	,	107	,	1019.98	,	14.5544	,	9.9015	,	10.01666667
0.25	,	137	,	1013.18	,	7.1967	,	16.1	,	33.95555556
0.63	,	295	,	1007.15	,	21.9443	,	15.5526	,	14.06111111
0.48	,	129	,	1017.04	,	10.8836	,	15.8263	,	29.86111111
0.61	,	340	,	1013.9	,	17.71	,	11.27	,	18.88888889
0.77	,	276	,	1017.93	,	3.6386	,	9.982	,	8.838888889
0.88	,	112	,	1027.48	,	3.6547	,	5.0876	,	8.744444444
0.31	,	300	,	1031.4	,	9.66	,	9.982	,	13.88888889
0.83	,	309	,	1013.33	,	20.5597	,	9.982	,	3.772222222
0.57	,	24	,	1011.76	,	8.0017	,	11.4471	,	17.55555556
0.88	,	324	,	1023.86	,	3.2683	,	2.1574	,	-1.427777778
0.65	,	11	,	1021.55	,	4.2343	,	10.3523	,	21.51666667
0.83	,	179	,	1026.39	,	3.059	,	4.9105	,	0.327777778
0.77	,	254	,	1026.78	,	9.5634	,	9.982	,	11.07222222
0.38	,	341	,	1020.69	,	15.3272	,	10.2557	,	27.82777778
0.9	,	0	,	1023.21	,	0	,	15.8263	,	16.6
0.84	,	158	,	1016.36	,	3.1556	,	15.8746	,	15.62222222
0.58	,	189	,	1012.91	,	13.2825	,	15.2628	,	26.12777778
0.52	,	320	,	1013.16	,	17.9032	,	10.4006	,	21.14444444
0.33	,	135	,	1016.26	,	7.245	,	9.982	,	28.90555556
0.63	,	10	,	1021.4	,	21.6706	,	9.982	,	17.13333333
0.71	,	301	,	1017.38	,	20.9783	,	11.27	,	12.77777778
0.29	,	352	,	1018.18	,	9.4668	,	10.3523	,	30.63888889
0.93	,	181	,	1020.13	,	9.66	,	8.9999	,	0.588888889
0.81	,	139	,	1028	,	9.2897	,	9.982	,	11.08888889
0.93	,	101	,	1022.49	,	7.5026	,	0.7889	,	11.14444444
0.53	,	10	,	1018.46	,	12.5741	,	9.982	,	22.2
0.31	,	351	,	1018.51	,	12.3487	,	11.27	,	31.93333333
0.92	,	253	,	1018.68	,	7.0518	,	15.8746	,	11.76111111
0.76	,	209	,	1006.87	,	11.3183	,	15.8263	,	8.405555556
0.34	,	150	,	1016	,	8.05	,	9.982	,	27.22222222
0.89	,	330	,	999.5	,	32.2	,	16.1	,	10
0.93	,	48	,	1021	,	3.703	,	7.4543	,	6.083333333
0.95	,	112	,	1013	,	3.3327	,	9.9015	,	10.67222222
0.81	,	150	,	1011.01	,	13.6206	,	15.5204	,	11.18888889
0.52	,	328	,	1011.37	,	19.9157	,	11.27	,	12.87222222
0.73	,	90	,	1020.3	,	3.22	,	15.8263	,	15.32777778
0.6	,	281	,	1024.11	,	20.6885	,	9.982	,	2.222222222
0.46	,	51	,	1027.29	,	4.8783	,	11.27	,	2.172222222
0.96	,	115	,	1028.57	,	10.9641	,	4.3309	,	-1.772222222
1	,	49	,	1011.72	,	4.508	,	3.059	,	9.805555556
0.98	,	171	,	1023.83	,	10.9158	,	4.0089	,	-6.833333333
0.52	,	160	,	1012.1	,	17.71	,	16.1	,	26.66666667
0.6	,	260	,	1013.6	,	0.1449	,	16.1	,	14.95555556
0.4	,	38	,	1014.55	,	12.7351	,	16.1	,	29.00555556
0.77	,	349	,	1015.32	,	3.2844	,	11.0768	,	6.427777778
0.86	,	139	,	1011.62	,	23.3128	,	11.2056	,	7.244444444
1	,	211	,	1008.76	,	5.9731	,	0.161	,	5.427777778
0.85	,	159	,	1023.05	,	12.9444	,	6.6493	,	7.044444444
0.53	,	50	,	1018.19	,	4.508	,	10.3523	,	12.91111111
0.42	,	183	,	1002.83	,	9.6922	,	9.982	,	27.91666667
1	,	150	,	1000	,	1.61	,	2.254	,	7.222222222
0.99	,	275	,	1012.66	,	5.8282	,	13.4757	,	16.51111111
0.3	,	217	,	1009.08	,	11.0768	,	10.0464	,	36.17777778
0.97	,	38	,	1017.26	,	4.3148	,	10.9802	,	17.73333333
0.88	,	159	,	1015.68	,	5.8604	,	14.9569	,	14.7
0.96	,	340	,	1020.45	,	2.4955	,	1.6422	,	3.961111111
0.44	,	171	,	1012.29	,	4.7817	,	11.2056	,	31.13333333
0.65	,	330	,	1005.6	,	37.03	,	11.27	,	7.222222222
0.9	,	140	,	1014.84	,	27.6437	,	9.9015	,	12.85
0.81	,	337	,	1027.63	,	7.9856	,	15.5526	,	8.183333333
0.6	,	325	,	1011.6	,	12.6224	,	14.9569	,	20.99444444
0.77	,	332	,	1013.33	,	7.3738	,	9.9015	,	15.08888889
1	,	260	,	1010.01	,	0.2898	,	0.322	,	7.777777778
0.86	,	30	,	1025.63	,	6.4883	,	4.3309	,	0.994444444
0.5	,	82	,	1011.56	,	1.8032	,	10.3523	,	29.7
0.93	,	325	,	1027.46	,	3.864	,	0.5152	,	4.694444444
0.71	,	180	,	1026.1	,	9.66	,	11.27	,	-2.777777778
1	,	170	,	1014.9	,	6.1502	,	2.5438	,	-1.111111111
0.82	,	270	,	1016.9	,	14.49	,	15.134	,	3.888888889
0.93	,	161	,	994.25	,	30.3002	,	11.6725	,	9.261111111
1	,	0	,	1025.58	,	0	,	2.9302	,	3.911111111
0.81	,	140	,	0	,	11.27	,	8.05	,	17.22222222
0.89	,	350	,	1023.67	,	27.6276	,	9.9015	,	7.177777778
0.5	,	282	,	1021.42	,	20.4148	,	15.8263	,	17.68888889
1	,	319	,	1017.15	,	1.8515	,	0.2898	,	7.155555556
0.99	,	205	,	1012.59	,	2.737	,	3.8962	,	9.983333333
0.96	,	200	,	1022.8	,	20.93	,	0.805	,	-2.222222222
0.93	,	301	,	1003.31	,	36.9173	,	11.27	,	8.844444444
0.48	,	290	,	1019.82	,	9.6117	,	16.1	,	16.13333333
0.77	,	309	,	1013.57	,	10.6743	,	15.8263	,	20.37222222
0.95	,	43	,	1023.04	,	5.6672	,	2.3184	,	13.48888889
0.4	,	10	,	1015.3	,	10.3845	,	11.2056	,	32.73333333
0.78	,	90	,	1028.13	,	7.5509	,	9.982	,	12.66111111
0.29	,	50	,	1024.2	,	3.22	,	9.982	,	27.22222222
0.93	,	283	,	1011.91	,	3.3327	,	15.8263	,	15.00555556
0.41	,	30	,	1022.4	,	8.05	,	9.982	,	6.111111111
0.9	,	263	,	1018.28	,	3.3005	,	15.8263	,	15.99444444
0.38	,	209	,	1017.9	,	4.8783	,	9.982	,	27.65555556
0.74	,	248	,	1009.92	,	11.0124	,	15.8263	,	15.6
0.93	,	200	,	1031.4	,	9.1931	,	1.2558	,	-2.922222222
0.93	,	260	,	999.62	,	6.0053	,	16.0517	,	12.12777778
0.77	,	150	,	1012.83	,	19.7869	,	15.7297	,	6.622222222
0.86	,	33	,	1016.58	,	13.3791	,	14.168	,	15.93888889
0.73	,	116	,	1012.69	,	2.8658	,	9.982	,	17.81111111
0.84	,	148	,	1011.4	,	22.9747	,	14.0875	,	6.661111111
0.59	,	205	,	1006.41	,	8.2593	,	11.4471	,	27.42777778
0.87	,	58	,	1008.74	,	11.1895	,	11.4471	,	12.42777778
0.33	,	14	,	1018.39	,	8.8067	,	16.1	,	25.11666667
0.8	,	202	,	1015.34	,	14.007	,	9.8049	,	7.172222222
0.92	,	259	,	1018.25	,	8.8228	,	1.9964	,	-0.033333333
0.79	,	116	,	1032.7	,	13.0088	,	9.0804	,	6.777777778
0.77	,	282	,	1008.89	,	19.4649	,	11.4471	,	17.88333333
0.6	,	22	,	1032.74	,	19.8352	,	9.982	,	2.311111111
0.7	,	280	,	1014.6	,	11.27	,	16.1	,	16.66666667
0.27	,	192	,	1011.69	,	12.7995	,	10.3684	,	34.77777778
0.54	,	150	,	1016.09	,	4.83	,	16.1	,	11.04444444
0.98	,	238	,	1013.06	,	8.7262	,	6.1985	,	17.33888889
0.44	,	311	,	1010.15	,	28.9317	,	11.3988	,	27.43888889
0.73	,	141	,	1012.09	,	10.7548	,	16.1	,	16.55
0.92	,	150	,	1014.68	,	12.2038	,	4.8461	,	-1.161111111
0.98	,	318	,	1018.69	,	7.1806	,	4.0572	,	-2.761111111
0.86	,	0	,	1018.41	,	0	,	7.8729	,	-0.277777778
0.9	,	29	,	1019.1	,	7.5026	,	10.2235	,	12.76666667
0.23	,	288	,	1020.38	,	18.1286	,	10.3684	,	27.67222222
0.39	,	306	,	1017.03	,	7.9534	,	9.982	,	28.79444444
0.46	,	200	,	1017.4	,	9.66	,	9.982	,	27.77777778
0.89	,	313	,	1018.66	,	10.6904	,	15.8263	,	15.57777778
0.72	,	38	,	1025.25	,	6.5688	,	15.8263	,	7.777777778
0.51	,	351	,	1015.51	,	16.583	,	10.0464	,	28.91666667
0.82	,	107	,	1003.8	,	13.3147	,	9.982	,	3.283333333
0.81	,	139	,	1001.81	,	20.3021	,	9.8693	,	10.87777778
0.95	,	337	,	1015.78	,	3.381	,	4.9105	,	7.4
0.65	,	330	,	1017.1	,	9.66	,	9.982	,	18.88888889
0.93	,	174	,	1024.25	,	7.1001	,	9.9015	,	6.594444444
0.92	,	150	,	1021.7	,	14.49	,	3.059	,	-1.666666667
0.94	,	193	,	1015.01	,	12.236	,	0.3703	,	9.866666667
0.6	,	329	,	1016.34	,	26.4684	,	9.982	,	22.10555556
0.71	,	30	,	1022.31	,	16.9372	,	9.982	,	7.266666667
0.56	,	128	,	1018.03	,	4.669	,	11.2056	,	16.98888889
0.86	,	260	,	1005.83	,	17.388	,	12.0428	,	13.35555556
0.72	,	171	,	997.54	,	25.2126	,	10.3684	,	16.09444444
0.96	,	329	,	1014.48	,	22.7815	,	7.9695	,	7.8
0.82	,	151	,	1009.5	,	16.905	,	15.8263	,	12.22222222
0.25	,	149	,	1013.37	,	15.9551	,	9.982	,	35.11666667
0.47	,	146	,	1011.87	,	15.134	,	10.3523	,	24.75
0.94	,	59	,	1023.97	,	12.8639	,	2.7692	,	10.34444444
0.64	,	242	,	1019.64	,	11.3505	,	15.8263	,	13.91111111
0.53	,	152	,	1017.39	,	26.7582	,	8.7745	,	11.96666667
0.52	,	269	,	1015.87	,	15.2306	,	9.982	,	24.87222222
0.51	,	340	,	1029.9	,	6.44	,	16.1	,	1.111111111
0.88	,	280	,	1021.58	,	11.1251	,	14.9569	,	10.67777778
0.96	,	8	,	1021.74	,	5.796	,	3.7191	,	7.272222222
0.64	,	260	,	1021.95	,	3.22	,	9.982	,	11.31666667
0.84	,	304	,	1006.21	,	34.132	,	11.0768	,	9.75
0.73	,	298	,	1019.96	,	27.5793	,	14.9569	,	5.488888889
0.99	,	203	,	1020.83	,	10.3523	,	5.2325	,	-4.344444444
0.95	,	182	,	1019.59	,	9.499	,	8.4364	,	0.605555556
0.96	,	166	,	1020.59	,	3.0751	,	15.8263	,	5.511111111
0.88	,	10	,	1031.21	,	12.6707	,	6.2951	,	-2.15
0.96	,	320	,	1022.14	,	3.22	,	0.161	,	-1.644444444
0.88	,	141	,	1022.86	,	9.2253	,	9.982	,	7.938888889
0.86	,	160	,	1018.49	,	10.143	,	4.8944	,	4.75
0.85	,	209	,	1013.98	,	11.1251	,	9.9015	,	2.266666667
0.34	,	161	,	1016.46	,	17.1465	,	16.1	,	18.95555556
0.96	,	167	,	1028.43	,	2.9946	,	4.5402	,	1.766666667
0.73	,	300	,	1015.18	,	6.2951	,	9.982	,	5.411111111
0.75	,	259	,	1016.99	,	3.5742	,	15.6975	,	8.288888889
0.92	,	173	,	1011.73	,	6.4883	,	2.6887	,	-2.772222222
0.87	,	140	,	1017.9	,	6.0697	,	14.8764	,	12.96666667
0.38	,	130	,	1023.1	,	8.05	,	9.982	,	23.88888889
0.99	,	1	,	998.5	,	5.9731	,	4.2826	,	-0.022222222
0.96	,	163	,	1016.07	,	3.1234	,	11.3022	,	12.81111111
0.46	,	301	,	1014.04	,	31.4755	,	15.8263	,	22.10555556
0.92	,	21	,	1004.49	,	28.0623	,	8.1305	,	0.533333333
0.72	,	30	,	1007.54	,	13.685	,	15.7297	,	12.26111111
0.89	,	160	,	990.8	,	12.88	,	7.084	,	8.888888889
0.86	,	342	,	1021.34	,	4.2504	,	8.1305	,	4.933333333
1	,	34	,	999.79	,	14.1197	,	7.0357	,	3.794444444
0.82	,	190	,	1011.76	,	23.0713	,	9.982	,	10.02222222
0.64	,	237	,	1011.61	,	15.0535	,	9.982	,	21.07222222
0.78	,	20	,	1020.16	,	9.6117	,	11.6081	,	11.5
0.81	,	339	,	1012.98	,	6.2951	,	16.1	,	17.75555556
0.48	,	279	,	1012.65	,	14.0875	,	10.0464	,	24.83333333
0.83	,	239	,	1018.91	,	10.5938	,	15.1823	,	6.35
0.42	,	144	,	1017.5	,	10.3362	,	15.5526	,	34.59444444
0.61	,	19	,	1034.05	,	4.7012	,	16.1	,	2.566666667
0.63	,	4	,	1013.69	,	7.7763	,	10.0464	,	4.027777778
0.76	,	260	,	1016.6	,	11.27	,	16.1	,	7.222222222
0.81	,	233	,	1004.72	,	9.2253	,	11.27	,	5.116666667
0.93	,	32	,	1007.43	,	15.778	,	7.6958	,	1.038888889
0.38	,	304	,	1012.63	,	12.6224	,	10.3523	,	22.86111111
0.96	,	319	,	1010.69	,	11.3666	,	6.2951	,	17.73333333
0.95	,	358	,	1027.63	,	9.338	,	9.982	,	2.6
0.85	,	190	,	1015.37	,	1.3202	,	9.177	,	13.62222222
0.76	,	210	,	1016.66	,	15.6975	,	9.982	,	2.733333333
0.5	,	229	,	1014.96	,	10.8031	,	11.2056	,	24.95
0.68	,	110	,	1014.51	,	16.0195	,	8.1305	,	20
0.66	,	181	,	1016.69	,	4.6207	,	16.1	,	14.07222222
0.99	,	347	,	1016.4	,	4.4758	,	10.4972	,	4.066666667
0.84	,	350	,	1021.95	,	6.44	,	15.5526	,	22.41111111
0.8	,	181	,	1011.47	,	7.9051	,	8.1305	,	11.16111111
0.6	,	280	,	1007.3	,	20.93	,	16.1	,	8.333333333
0.96	,	75	,	1014.65	,	3.1556	,	14.3773	,	6.788888889
0.86	,	29	,	1001.33	,	13.524	,	11.0768	,	9.894444444
0.83	,	129	,	1029.31	,	9.2897	,	15.7297	,	2.777777778
0.84	,	240	,	1012.82	,	7.3577	,	9.6761	,	-8.838888889
0.85	,	159	,	1011.69	,	3.5259	,	11.753	,	13.2
0.48	,	30	,	1026.03	,	2.9463	,	10.2074	,	18.79444444
0.66	,	300	,	1016.4	,	25.76	,	16.1	,	-0.555555556
0.77	,	18	,	1011.06	,	12.1877	,	10.2557	,	13.91111111
0.47	,	350	,	1014.65	,	7.8407	,	9.982	,	27.10555556
0.46	,	140	,	1011.66	,	9.2575	,	9.982	,	27.76111111
0.86	,	319	,	1026.72	,	8.8711	,	6.0214	,	2.15
0.68	,	310	,	1006.34	,	20.8656	,	11.27	,	24.88333333
0.96	,	160	,	1011.69	,	11.9301	,	6.8103	,	7.338888889
0.88	,	70	,	1004.9	,	25.76	,	2.576	,	-7.777777778
0.7	,	309	,	1022.31	,	33.0855	,	9.982	,	5.066666667
0.5	,	345	,	1009.77	,	11.4632	,	9.982	,	24.65555556
0.85	,	250	,	1014.56	,	3.22	,	9.982	,	16.28333333
0.29	,	101	,	1013.56	,	10.9158	,	9.982	,	22.84444444
0.68	,	313	,	1020.1	,	14.2646	,	10.8997	,	22.49444444
0.76	,	183	,	1021.37	,	9.5312	,	9.982	,	10.20555556
0.85	,	0	,	1024.94	,	9.3702	,	4.3953	,	1.088888889
0.33	,	195	,	1022.16	,	7.889	,	10.3684	,	24.91111111
0.78	,	20	,	1020.22	,	5.3291	,	14.9569	,	16.58888889
0.72	,	100	,	1020.21	,	9.5795	,	8.1305	,	10.95555556
0.81	,	100	,	1005.91	,	10.8997	,	15.8263	,	14.23888889
1	,	79	,	1022.27	,	4.9427	,	3.0107	,	8.911111111
0.47	,	351	,	1013.41	,	19.7064	,	15.8263	,	27.52222222
0.83	,	181	,	1018.77	,	13.8299	,	16.1	,	7.872222222
0.71	,	306	,	1026.13	,	17.2431	,	9.982	,	5.916666667
0.19	,	172	,	1025.88	,	12.1877	,	15.5526	,	18.92777778
0.96	,	184	,	996.43	,	23.989	,	13.9426	,	9.483333333
0.34	,	197	,	1010.63	,	7.9695	,	10.2557	,	30.04444444
0.77	,	162	,	1020.1	,	12.3487	,	9.9981	,	8.738888889
0.83	,	253	,	1015.73	,	3.542	,	14.9569	,	8.761111111
0.49	,	318	,	1015.19	,	13.3952	,	11.3988	,	14.06666667
0.65	,	325	,	1007.42	,	14.3773	,	10.3523	,	19.41666667
0.84	,	164	,	1003.98	,	13.5401	,	14.9569	,	12.71666667
0.93	,	55	,	1013.31	,	3.4454	,	5.4257	,	11.40555556
0.29	,	168	,	1017.59	,	15.5204	,	9.982	,	28.88333333
0.78	,	320	,	1025.36	,	10.8675	,	6.0697	,	-1.827777778
0.8	,	200	,	1013.5	,	11.27	,	15.134	,	8.333333333
0.54	,	152	,	1015.04	,	8.9355	,	10.3523	,	25.96666667
0.74	,	290	,	1007.1	,	12.88	,	9.982	,	-3.888888889
0.39	,	9	,	1020.71	,	11.9462	,	9.982	,	25.02222222
0.62	,	340	,	1018.07	,	10.7226	,	15.8263	,	14.41666667
